RowNumber,Exited,P_hat
2424,0,0.111605028
2425,0,0.034074353
2426,0,0.13089485
2427,0,0.325365553
2428,1,0.374417204
2429,0,0.245280344
2430,0,0.026498563
2431,1,0.258923333
2432,1,0.016255347
2433,1,0.381709683
2434,0,0.637624879
2435,1,0.517778071
2436,0,0.380472239
2437,0,0.124226455
2438,0,0.162072338
2439,1,0.628908511
2440,1,0.287693686
2441,0,0.186035502
2442,0,0.023517481
2443,0,0.170737265
2444,0,0.195449823
2445,0,0.291869671
2446,0,0.092702831
2447,0,0.15743082
2448,0,0.035277728
2449,0,0.17530849
2450,1,0.362767384
2451,0,0.391068535
2452,0,0.056634214
2453,0,0.1803448
2454,0,0.356813364
2455,1,0.701638897
2456,1,0.100284537
2457,0,0.054036343
2458,0,0.093717933
2459,0,0.670457356
2460,1,0.592124643
2461,1,0.403847086
2462,0,0.084543308
2463,1,0.226797929
2464,0,0.035240619
2465,0,0.176627346
2466,0,0.071640371
2467,0,0.255474839
2468,0,0.109669935
2469,0,0.068808361
2470,1,0.124467302
2471,0,0.078580701
2472,0,0.500262692
2473,0,0.074221638
2474,1,0.812672309
2475,1,0.180433
2476,0,0.086306814
2477,0,0.237779917
2478,1,0.350172527
2479,0,0.320485607
2480,0,0.12212383
2481,0,0.134353782
2482,0,0.557001656
2483,0,0.231954588
2484,0,0.122585995
2485,0,0.070793756
2486,0,0.114709929
2487,0,0.177642796
2488,0,0.156737542
2489,0,0.07576666
2490,0,0.036442744
2491,0,0.410551684
2492,0,0.037717874
2493,1,0.166918601
2494,0,0.022881037
2495,0,0.128023682
2496,1,0.759076861
2497,0,0.138433877
2498,0,0.014970044
2499,0,0.043035468
2500,1,0.086407817
2501,0,0.121282081
2502,0,0.457885385
2503,0,0.115241054
2504,0,0.227245675
2505,0,0.326477611
2506,0,0.459124016
2507,0,0.070591766
2508,0,0.103255348
2509,0,0.129929516
2510,1,0.324315348
2511,0,0.290306598
2512,0,0.38189002
2513,0,0.176685588
2514,0,0.13269691
2515,0,0.258134482
2516,1,0.175732051
2517,0,0.064121592
2518,0,0.304871017
2519,1,0.211919244
2520,0,0.450273268
2521,1,0.744706813
2522,0,0.059995911
2523,0,0.124319789
2524,0,0.086412148
2525,1,0.130496991
2526,0,0.05917556
2527,0,0.117428741
2528,0,0.05937215
2529,0,0.030271265
2530,0,0.060065868
2531,1,0.414279811
2532,0,0.26171017
2533,0,0.292713684
2534,0,0.291664439
2535,0,0.399500429
2536,1,0.365873448
2537,1,0.200471588
2538,0,0.244541099
2539,0,0.04739413
2540,1,0.590375414
2541,1,0.59539604
2542,1,0.373700617
2543,1,0.15228741
2544,0,0.029384457
2545,0,0.254183736
2546,0,0.130625208
2547,1,0.108907404
2548,0,0.406366315
2549,1,0.123165858
2550,1,0.06924081
2551,0,0.164552146
2552,0,0.246758841
2553,0,0.398894708
2554,1,0.367600476
2555,0,0.117781847
2556,0,0.176234288
2557,0,0.103012168
2558,0,0.075856494
2559,0,0.120073876
2560,0,0.502538252
2561,1,0.137624616
2562,0,0.061721965
2563,0,0.346049113
2564,0,0.034280666
2565,1,0.120785063
2566,0,0.227779303
2567,0,0.132399613
2568,0,0.191516822
2569,1,0.365966845
2570,0,0.514143068
2571,0,0.215465841
2572,0,0.108227699
2573,0,0.223611498
2574,0,0.059026356
2575,1,0.391214265
2576,1,0.636022245
2577,0,0.16028972
2578,0,0.207739631
2579,0,0.091899961
2580,1,0.274044172
2581,1,0.220934048
2582,0,0.089039836
2583,0,0.185013267
2584,0,0.128392596
2585,0,0.167117647
2586,0,0.02241039
2587,0,0.160075238
2588,0,0.035993573
2589,0,0.034294239
2590,0,0.247627546
2591,0,0.021507704
2592,0,0.157421865
2593,0,0.162787969
2594,0,0.568321665
2595,1,0.638738998
2596,0,0.10587971
2597,0,0.140307834
2598,0,0.152416919
2599,0,0.108807965
2600,0,0.326886343
2601,1,0.072770338
2602,0,0.096608251
2603,0,0.20330167
2604,0,0.178788765
2605,0,0.092337623
2606,0,0.219458609
2607,0,0.047690789
2608,0,0.122367819
2609,0,0.03995565
2610,0,0.153613593
2611,0,0.075925382
2612,0,0.107740631
2613,0,0.113935422
2614,0,0.030098458
2615,1,0.75520113
2616,0,0.34688047
2617,0,0.134059912
2618,1,0.174235914
2619,0,0.148273668
2620,1,0.240823864
2621,0,0.153274718
2622,0,0.21139455
2623,0,0.073875013
2624,0,0.115881708
2625,0,0.185424198
2626,0,0.220610923
2627,0,0.134778301
2628,0,0.157108708
2629,1,0.276732299
2630,1,0.269866998
2631,0,0.43157498
2632,0,0.067900471
2633,0,0.104025803
2634,0,0.075221489
2635,1,0.335879875
2636,0,0.040972398
2637,0,0.029191415
2638,0,0.173513213
2639,0,0.069310305
2640,1,0.474412484
2641,0,0.133262872
2642,0,0.13319056
2643,0,0.114357983
2644,0,0.037440043
2645,0,0.033165075
2646,0,0.02283773
2647,0,0.248139192
2648,1,0.399956956
2649,0,0.022551585
2650,0,0.198030432
2651,0,0.149267862
2652,0,0.141679796
2653,0,0.22783132
2654,0,0.065445364
2655,1,0.297248274
2656,0,0.558136895
2657,0,0.058057241
2658,0,0.02935317
2659,1,0.339029361
2660,1,0.69499563
2661,0,0.174880456
2662,1,0.165981836
2663,1,0.373195356
2664,0,0.057189003
2665,0,0.028902346
2666,1,0.217474633
2667,0,0.070831365
2668,0,0.067504849
2669,1,0.432009121
2670,0,0.087475526
2671,1,0.388597866
2672,0,0.036060277
2673,0,0.142517505
2674,0,0.386342408
2675,0,0.076039438
2676,0,0.127882358
2677,1,0.436390131
2678,0,0.123039789
2679,0,0.178505028
2680,0,0.111187077
2681,0,0.223821335
2682,0,0.281448954
2683,0,0.269040624
2684,0,0.037461253
2685,0,0.115058594
2686,0,0.202200415
2687,0,0.316456088
2688,0,0.279523852
2689,0,0.10876654
2690,1,0.061288982
2691,0,0.235878992
2692,0,0.199389311
2693,0,0.076975642
2694,0,0.039671595
2695,0,0.079700826
2696,1,0.435361729
2697,0,0.144444432
2698,0,0.091951909
2699,1,0.107989882
2700,0,0.129014164
2701,0,0.091583628
2702,0,0.142664398
2703,0,0.074960351
2704,1,0.502324946
2705,0,0.065544072
2706,0,0.220415455
2707,0,0.023195287
2708,0,0.299201092
2709,0,0.041830759
2710,0,0.195502985
2711,0,0.136527973
2712,0,0.040288779
2713,0,0.354588797
2714,0,0.373712937
2715,0,0.313885782
2716,0,0.08127096
2717,0,0.081242464
2718,0,0.59562747
2719,0,0.124730447
2720,1,0.536887551
2721,1,0.280167867
2722,1,0.292749011
2723,0,0.083666517
2724,0,0.14576502
2725,0,0.486407793
2726,0,0.407384063
2727,0,0.424093007
2728,0,0.381167319
2729,0,0.195416082
2730,0,0.052274086
2731,0,0.121964033
2732,0,0.056392835
2733,1,0.660450354
2734,0,0.142574285
2735,0,0.1933618
2736,0,0.354043518
2737,0,0.265668588
2738,0,0.048383848
2739,1,0.205485041
2740,0,0.285697282
2741,0,0.117953102
2742,0,0.21364562
2743,0,0.155049756
2744,1,0.070225072
2745,0,0.186147637
2746,0,0.31293011
2747,0,0.042767827
2748,0,0.065563017
2749,1,0.545462094
2750,0,0.03180462
2751,1,0.254856673
2752,0,0.085014769
2753,1,0.187997989
2754,0,0.123384451
2755,0,0.076412515
2756,0,0.029039037
2757,0,0.048887841
2758,1,0.33859211
2759,0,0.118843759
2760,0,0.129094006
2761,0,0.632346645
2762,0,0.274292654
2763,0,0.07027826
2764,0,0.350863402
2765,0,0.048611361
2766,0,0.04086109
2767,0,0.032440151
2768,0,0.114207517
2769,0,0.021788101
2770,1,0.493223866
2771,0,0.054048275
2772,0,0.185265854
2773,0,0.765079719
2774,0,0.084034688
2775,0,0.051231368
2776,1,0.148511425
2777,0,0.136436803
2778,1,0.804083232
2779,0,0.485111235
2780,0,0.123560195
2781,0,0.070575836
2782,1,0.558362919
2783,0,0.051081969
2784,0,0.210458515
2785,0,0.182083845
2786,1,0.25484259
2787,1,0.509206742
2788,1,0.241596494
2789,0,0.385235427
2790,1,0.284335961
2791,0,0.171105634
2792,0,0.458077606
2793,0,0.144920993
2794,0,0.150840983
2795,1,0.386303443
2796,0,0.054130171
2797,0,0.126621691
2798,0,0.070406547
2799,0,0.205163503
2800,0,0.236441425
2801,0,0.331705339
2802,0,0.043647039
2803,1,0.187013343
2804,0,0.282237502
2805,0,0.127425065
2806,1,0.420877786
2807,1,0.161619765
2808,0,0.133279781
2809,0,0.096261951
2810,0,0.080071294
2811,0,0.046015009
2812,0,0.057684991
2813,0,0.024753496
2814,1,0.50658189
2815,0,0.477128811
2816,0,0.30848411
2817,0,0.056749257
2818,0,0.049166351
2819,0,0.137719536
2820,0,0.207265855
2821,0,0.083316111
2822,0,0.072517489
2823,0,0.191198812
2824,0,0.573959807
2825,0,0.044657626
2826,0,0.095997625
2827,0,0.370480552
2828,0,0.057407144
2829,0,0.14741096
2830,0,0.192355843
2831,0,0.199188136
2832,0,0.157971485
2833,0,0.01651945
2834,0,0.155859942
2835,0,0.100334405
2836,0,0.056164042
2837,0,0.197125758
2838,0,0.410244592
2839,0,0.230160861
2840,0,0.178134683
2841,0,0.16572133
2842,0,0.123284542
2843,1,0.121971184
2844,0,0.133592111
2845,0,0.067378026
2846,1,0.448341869
2847,0,0.355170451
2848,1,0.187734633
2849,0,0.08900496
2850,0,0.181374977
2851,0,0.121397026
2852,1,0.382305847
2853,0,0.058499424
2854,1,0.22115173
2855,0,0.144936587
2856,0,0.559444278
2857,1,0.632990235
2858,0,0.132273993
2859,0,0.060453623
2860,0,0.098587187
2861,0,0.279191814
2862,0,0.0989365
2863,0,0.255877625
2864,0,0.248960616
2865,0,0.130740628
2866,0,0.021917013
2867,0,0.049727663
2868,0,0.047966669
2869,1,0.161638772
2870,0,0.047392169
2871,0,0.240735249
2872,0,0.189738789
2873,1,0.374132713
2874,0,0.212432266
2875,0,0.214127304
2876,0,0.231369636
2877,0,0.101948661
2878,0,0.381604561
2879,0,0.298472021
2880,1,0.687970712
2881,1,0.403510385
2882,0,0.194050994
2883,0,0.051678894
2884,0,0.123856753
2885,0,0.046943548
2886,0,0.171375336
2887,0,0.216539564
2888,0,0.270865191
2889,0,0.123924908
2890,0,0.054778245
2891,0,0.160907527
2892,0,0.312516415
2893,0,0.204398668
2894,0,0.258043464
2895,0,0.037794779
2896,0,0.248996094
2897,0,0.085090934
2898,0,0.297450617
2899,1,0.391897266
2900,0,0.176594434
2901,1,0.045210982
2902,0,0.529631613
2903,0,0.092067985
2904,0,0.150413572
2905,0,0.072837988
2906,0,0.098066717
2907,0,0.146755738
2908,0,0.044293361
2909,0,0.449321957
2910,0,0.137681122
2911,0,0.155926145
2912,0,0.513992188
2913,1,0.08811205
2914,0,0.08534361
2915,0,0.069976702
2916,1,0.741201223
2917,1,0.39890973
2918,1,0.222879396
2919,1,0.457065706
2920,0,0.281840036
2921,0,0.05801558
2922,0,0.356598609
2923,0,0.147387349
2924,0,0.160320185
2925,0,0.331497212
2926,0,0.666686061
2927,0,0.254958579
2928,0,0.050604657
2929,1,0.500143775
2930,0,0.09687052
2931,0,0.397111366
2932,0,0.418221983
2933,1,0.458912306
2934,0,0.233380907
2935,1,0.038318532
2936,0,0.141252169
2937,0,0.109160382
2938,0,0.066106029
2939,0,0.022123279
2940,1,0.107689138
2941,0,0.040057619
2942,0,0.036260167
2943,0,0.133217025
2944,0,0.249273826
2945,0,0.093001018
2946,1,0.110832963
2947,0,0.101055781
2948,0,0.059800779
2949,0,0.175339585
2950,0,0.089880486
2951,0,0.118581417
2952,1,0.079547527
2953,0,0.35431921
2954,0,0.112901415
2955,0,0.165101264
2956,0,0.165233053
2957,0,0.070143239
2958,1,0.099791546
2959,0,0.029293748
2960,0,0.088498017
2961,0,0.286777015
2962,0,0.042460597
2963,1,0.064686446
2964,0,0.192175164
2965,0,0.286300152
2966,0,0.309526573
2967,1,0.303933592
2968,1,0.44772568
2969,0,0.068055529
2970,0,0.099474085
2971,1,0.077624834
2972,0,0.122281341
2973,0,0.23541523
2974,1,0.336933825
2975,0,0.440464777
2976,0,0.051461449
2977,0,0.079119337
2978,1,0.370085738
2979,0,0.111523606
2980,0,0.093802086
2981,0,0.294589731
2982,0,0.350252476
2983,0,0.298522277
2984,0,0.128098022
2985,0,0.038205798
2986,0,0.102711669
2987,0,0.415619152
2988,1,0.275119478
2989,1,0.284861165
2990,1,0.331433666
2991,0,0.131170872
2992,0,0.352711789
2993,0,0.1718887
2994,0,0.289089281
2995,0,0.137127583
2996,0,0.194965434
2997,0,0.361879866
2998,0,0.053460185
2999,0,0.285311672
3000,0,0.062550522
3001,0,0.101206263
3002,0,0.112972975
3003,0,0.327583166
3004,0,0.226593631
3005,0,0.241886074
3006,0,0.142641808
3007,1,0.405622573
3008,1,0.056714956
3009,0,0.286406659
3010,0,0.035100257
3011,1,0.254637777
3012,0,0.090301681
3013,0,0.295577184
3014,0,0.119667089
3015,0,0.270651212
3016,0,0.384107396
3017,0,0.042860932
3018,0,0.176777436
3019,0,0.114757299
3020,0,0.027333007
3021,0,0.279204321
3022,0,0.067566543
3023,0,0.037744111
3024,0,0.217456964
3025,0,0.179126145
3026,0,0.081239667
3027,0,0.154156709
3028,0,0.344205795
3029,0,0.360937265
3030,0,0.184001405
3031,0,0.063689428
3032,0,0.042393866
3033,1,0.391397485
3034,0,0.697220575
3035,0,0.064326851
3036,1,0.415977174
3037,0,0.251211333
3038,0,0.015732067
3039,0,0.208689805
3040,0,0.042960007
3041,0,0.131421899
3042,0,0.050928549
3043,0,0.251521617
3044,0,0.237745971
3045,0,0.042091248
3046,0,0.077784598
3047,1,0.155149992
3048,0,0.088571867
3049,0,0.272408566
3050,0,0.034489922
3051,1,0.112239885
3052,0,0.195147352
3053,0,0.04407161
3054,0,0.169297673
3055,0,0.436750159
3056,0,0.237222542
3057,0,0.268743646
3058,0,0.150151871
3059,0,0.264322913
3060,0,0.150440386
3061,0,0.116844632
3062,0,0.105880006
3063,0,0.085007818
3064,0,0.049957837
3065,0,0.161319283
3066,0,0.104151988
3067,0,0.123423086
3068,0,0.204972859
3069,0,0.075139839
3070,1,0.094481792
3071,0,0.094125445
3072,0,0.029223386
3073,0,0.170653479
3074,0,0.16944073
3075,1,0.575462772
3076,0,0.040330475
3077,0,0.286740305
3078,0,0.268899331
3079,0,0.076773307
3080,0,0.370068515
3081,0,0.080783482
3082,0,0.114813969
3083,1,0.417054774
3084,1,0.242890059
3085,0,0.114769458
3086,1,0.47489821
3087,0,0.025001598
3088,0,0.073741078
3089,0,0.067179805
3090,0,0.198417636
3091,1,0.148954957
3092,0,0.0490498
3093,0,0.202377718
3094,0,0.094348661
3095,0,0.26469575
3096,0,0.051326275
3097,1,0.696008498
3098,0,0.250633612
3099,0,0.034913662
3100,0,0.273042044
3101,0,0.105459089
3102,0,0.225564983
3103,0,0.124722493
3104,0,0.318226152
3105,0,0.252431078
3106,1,0.041550604
3107,0,0.135715185
3108,1,0.078622406
3109,0,0.046925436
3110,1,0.575193058
3111,1,0.790208152
3112,0,0.405481476
3113,1,0.268880297
3114,0,0.032830973
3115,1,0.097353539
3116,0,0.017990941
3117,0,0.120877113
3118,0,0.254249526
3119,0,0.108646799
3120,1,0.687768292
3121,0,0.082099811
3122,0,0.193621308
3123,0,0.112550113
3124,0,0.10485009
3125,1,0.194707557
3126,0,0.053478575
3127,0,0.252903774
3128,1,0.237985163
3129,0,0.077034822
3130,0,0.123687233
3131,1,0.492973822
3132,0,0.230906934
3133,0,0.085134485
3134,0,0.160996394
3135,0,0.150259306
3136,0,0.064994187
3137,0,0.083845149
3138,1,0.244704804
3139,1,0.219938173
3140,0,0.144244932
3141,0,0.08112429
3142,1,0.223152016
3143,0,0.571647759
3144,0,0.490358601
3145,0,0.231193219
3146,1,0.675083875
3147,1,0.059277804
3148,0,0.254702074
3149,1,0.11945986
3150,0,0.227651276
3151,0,0.178897381
3152,0,0.308002119
3153,1,0.253009263
3154,0,0.065280382
3155,0,0.116690447
3156,0,0.032383929
3157,1,0.501173827
3158,0,0.109183067
3159,0,0.20595706
3160,0,0.068523123
3161,0,0.026025919
3162,0,0.040379368
3163,0,0.05766369
3164,1,0.208071947
3165,0,0.206986891
3166,0,0.23470348
3167,1,0.520318865
3168,1,0.205528949
3169,1,0.189680369
3170,0,0.150243314
3171,1,0.387707781
3172,1,0.218289691
3173,0,0.259953646
3174,0,0.120346227
3175,0,0.073175928
3176,1,0.218485973
3177,0,0.197193015
3178,0,0.057575966
3179,0,0.130171574
3180,0,0.067024517
3181,1,0.648420698
3182,0,0.274910101
3183,0,0.176456999
3184,0,0.181987674
3185,1,0.360165712
3186,1,0.315551963
3187,0,0.179351248
3188,0,0.195492197
3189,0,0.075914448
3190,0,0.264414596
3191,0,0.065036432
3192,0,0.094900073
3193,0,0.292335554
3194,1,0.4057908
3195,0,0.147415113
3196,0,0.220651063
3197,0,0.166678635
3198,0,0.124031401
3199,0,0.085061554
3200,1,0.167950234
3201,0,0.029989871
3202,0,0.037977547
3203,0,0.236302001
3204,0,0.332242444
3205,1,0.274694922
3206,1,0.244155221
3207,1,0.722684812
3208,0,0.243102835
3209,0,0.30467083
3210,0,0.03550973
3211,0,0.313678855
3212,0,0.26970815
3213,1,0.042632132
3214,0,0.124341879
3215,0,0.14121209
3216,0,0.133782749
3217,0,0.098470841
3218,0,0.351964024
3219,0,0.109753511
3220,0,0.203553263
3221,0,0.210527017
3222,0,0.035085277
3223,0,0.091748225
3224,0,0.200512243
3225,1,0.533327559
3226,0,0.347029095
3227,0,0.123034767
3228,0,0.085229716
3229,0,0.04323482
3230,1,0.698642211
3231,0,0.056916875
3232,0,0.171993407
3233,0,0.090789205
3234,0,0.067604608
3235,1,0.276009542
3236,0,0.04892422
3237,0,0.063812051
3238,0,0.044366221
3239,1,0.346370172
3240,0,0.057056143
3241,1,0.397883714
3242,0,0.147087492
3243,0,0.213920426
3244,0,0.025594634
3245,0,0.157086194
3246,1,0.357467497
3247,1,0.40321236
3248,0,0.055399444
3249,0,0.176591772
3250,0,0.069168214
3251,1,0.181863117
3252,1,0.365416726
3253,0,0.120446182
3254,0,0.09364236
3255,1,0.57140805
3256,0,0.177582052
3257,0,0.166831964
3258,0,0.372478399
3259,0,0.193914478
3260,0,0.079465602
3261,1,0.170891186
3262,0,0.12619931
3263,1,0.536072678
3264,1,0.212173686
3265,0,0.144590201
3266,0,0.183197916
3267,0,0.050405009
3268,0,0.499010521
3269,1,0.347674486
3270,0,0.23642834
3271,0,0.194982578
3272,0,0.132478437
3273,1,0.304740986
3274,1,0.365973256
3275,1,0.056035162
3276,0,0.02076069
3277,0,0.474886061
3278,0,0.328558103
3279,0,0.2678893
3280,0,0.122868142
3281,1,0.38101937
3282,0,0.073518542
3283,0,0.141818003
3284,0,0.623893344
3285,0,0.126341351
3286,1,0.524161448
3287,0,0.053514531
3288,0,0.048627496
3289,0,0.071965063
3290,0,0.072189525
3291,0,0.11548934
3292,0,0.038714994
3293,0,0.357652373
3294,0,0.085287218
3295,1,0.181515437
3296,0,0.059963114
3297,0,0.243526245
3298,0,0.359312135
3299,0,0.151144539
3300,0,0.032052689
3301,1,0.194426011
3302,0,0.058256465
3303,0,0.066320694
3304,1,0.185408905
3305,0,0.286058696
3306,0,0.329705862
3307,0,0.238904936
3308,0,0.084095751
3309,0,0.372279364
3310,0,0.072015343
3311,0,0.297551787
3312,0,0.524666966
3313,0,0.191316275
3314,0,0.140408339
3315,1,0.455805252
3316,0,0.036046853
3317,1,0.412490122
3318,1,0.355891307
3319,0,0.094043485
3320,0,0.19459551
3321,0,0.020797336
3322,0,0.026547568
3323,0,0.141969541
3324,0,0.158674053
3325,0,0.120695111
3326,0,0.057675513
3327,1,0.300632284
3328,0,0.052509233
3329,1,0.24810484
3330,0,0.25483275
3331,0,0.011749003
3332,0,0.140004098
3333,0,0.124720611
3334,0,0.522790167
3335,0,0.064575812
3336,0,0.140522163
3337,0,0.10798576
3338,1,0.487941234
3339,0,0.031679467
3340,1,0.160157467
3341,0,0.079273977
3342,0,0.048252805
3343,0,0.309642653
3344,0,0.207144281
3345,0,0.247376335
3346,0,0.192754605
3347,0,0.33255079
3348,0,0.291045212
3349,0,0.197830506
3350,1,0.567424842
3351,0,0.059092611
3352,0,0.410070303
3353,0,0.086455942
3354,0,0.054508432
3355,0,0.073312924
3356,0,0.058603429
3357,0,0.151821293
3358,0,0.075118969
3359,1,0.367940848
3360,0,0.216477676
3361,0,0.065692197
3362,0,0.617478271
3363,0,0.18632163
3364,0,0.33580207
3365,0,0.239050347
3366,1,0.072395656
3367,0,0.810541414
3368,1,0.185996416
3369,0,0.306812158
3370,0,0.083475495
3371,1,0.346962263
3372,1,0.281572635
3373,1,0.116166598
3374,0,0.179909562
3375,0,0.219418099
3376,1,0.282814008
3377,1,0.238921423
3378,1,0.219473598
3379,0,0.690473119
3380,0,0.115549794
3381,0,0.105069908
3382,0,0.333203986
3383,0,0.76141654
3384,0,0.134995374
3385,0,0.37229801
3386,1,0.085057381
3387,0,0.199234159
3388,0,0.834867063
3389,0,0.063729639
3390,1,0.624991546
3391,0,0.078915309
3392,0,0.339376584
3393,0,0.105129108
3394,0,0.027300508
3395,0,0.029853137
3396,0,0.077695187
3397,0,0.383315845
3398,0,0.126015307
3399,0,0.054440411
3400,1,0.200099055
3401,0,0.047568342
3402,0,0.232075514
3403,0,0.054480087
3404,0,0.418856828
3405,0,0.097240834
3406,0,0.208277685
3407,0,0.17182311
3408,0,0.213212413
3409,0,0.205065133
3410,1,0.610052017
3411,0,0.333919911
3412,0,0.259135345
3413,0,0.070070023
3414,0,0.151228188
3415,0,0.08027776
3416,1,0.221806174
3417,0,0.136618448
3418,0,0.339737098
3419,0,0.25149873
3420,0,0.033044743
3421,0,0.032268177
3422,0,0.332365504
3423,0,0.118273756
3424,0,0.052342029
3425,0,0.168708597
3426,0,0.176378402
3427,0,0.25097728
3428,0,0.243134815
3429,0,0.178129281
3430,1,0.52317326
3431,0,0.071387695
3432,0,0.193900217
3433,0,0.061162707
3434,0,0.452633174
3435,0,0.387106257
3436,0,0.17994436
3437,0,0.068058876
3438,0,0.157631586
3439,0,0.056254434
3440,0,0.061418057
3441,1,0.210889519
3442,0,0.047571163
3443,0,0.122192632
3444,1,0.331773637
3445,0,0.081072603
3446,0,0.192822335
3447,0,0.06122793
3448,1,0.240246635
3449,0,0.208500782
3450,0,0.257152418
3451,0,0.242356068
3452,0,0.07872613
3453,1,0.238870709
3454,0,0.3400033
3455,0,0.032128715
3456,0,0.022606201
3457,1,0.136700802
3458,1,0.155334472
3459,0,0.175054992
3460,0,0.081216578
3461,0,0.361675835
3462,0,0.152320054
3463,0,0.497651319
3464,1,0.422133747
3465,0,0.266299798
3466,0,0.532732254
3467,0,0.071055332
3468,0,0.291765058
3469,0,0.15964889
3470,0,0.055390247
3471,0,0.075450123
3472,0,0.06169616
3473,0,0.078364606
3474,1,0.122884082
3475,0,0.136239517
3476,0,0.039997679
3477,1,0.119353437
3478,0,0.101374561
3479,0,0.116656427
3480,0,0.320820232
3481,1,0.353790215
3482,0,0.076560839
3483,0,0.051944128
3484,0,0.05858652
3485,0,0.067687349
3486,1,0.112521891
3487,0,0.129988013
3488,0,0.072445889
3489,0,0.26074834
3490,0,0.176908389
3491,1,0.090991479
3492,0,0.298065313
3493,0,0.180655546
3494,0,0.238307398
3495,0,0.108623454
3496,0,0.493149586
3497,0,0.022791656
3498,1,0.738456588
3499,0,0.131333298
3500,0,0.406826001
3501,0,0.188163982
3502,0,0.289439796
3503,1,0.475350535
3504,0,0.174243936
3505,0,0.130444442
3506,0,0.094345985
3507,0,0.085643976
3508,0,0.058865638
3509,0,0.074707518
3510,0,0.050431794
3511,0,0.166219474
3512,0,0.147780472
3513,0,0.011405594
3514,0,0.194498821
3515,0,0.16498289
3516,0,0.076945686
3517,0,0.061622973
3518,0,0.034522023
3519,0,0.226766021
3520,1,0.3272962
3521,1,0.272020722
3522,0,0.159540789
3523,0,0.077384413
3524,0,0.145401576
3525,0,0.084298246
3526,0,0.222624458
3527,0,0.111216699
3528,0,0.396754374
3529,0,0.036797458
3530,0,0.088506348
3531,1,0.268055177
3532,1,0.928310811
3533,1,0.198751752
3534,1,0.113692523
3535,0,0.295126524
3536,0,0.070585537
3537,0,0.043687377
3538,0,0.196365402
3539,1,0.58323349
3540,0,0.182202721
3541,0,0.195236816
3542,0,0.507069085
3543,0,0.093723435
3544,1,0.147834827
3545,0,0.107245988
3546,0,0.223727871
3547,0,0.26982008
3548,1,0.171504222
3549,0,0.120674912
3550,1,0.635744456
3551,0,0.574079168
3552,0,0.129646102
3553,0,0.205519317
3554,1,0.211075613
3555,0,0.046408565
3556,1,0.12404898
3557,1,0.677392786
3558,0,0.055840029
3559,0,0.221507269
3560,1,0.726091221
3561,1,0.184045952
3562,0,0.298491046
3563,1,0.187570417
3564,0,0.336684387
3565,1,0.35233223
3566,0,0.047082633
3567,0,0.133652928
3568,0,0.20967198
3569,0,0.013997468
3570,1,0.390743662
3571,1,0.312120144
3572,0,0.279307425
3573,0,0.087157425
3574,0,0.320053518
3575,0,0.065356508
3576,0,0.503336556
3577,0,0.023945886
3578,0,0.066889115
3579,1,0.490255485
3580,0,0.196621868
3581,0,0.519905067
3582,0,0.098475045
3583,0,0.120135875
3584,1,0.257021283
3585,0,0.07989165
3586,0,0.031822135
3587,0,0.429686822
3588,0,0.162180081
3589,0,0.247858677
3590,0,0.551475937
3591,0,0.071875249
3592,0,0.100215862
3593,1,0.23158211
3594,0,0.625155875
3595,0,0.432501654
3596,0,0.153990894
3597,0,0.187089001
3598,0,0.491227188
3599,0,0.425688884
3600,0,0.161297488
3601,1,0.279470436
3602,1,0.293087188
3603,0,0.507292464
3604,1,0.394730196
3605,0,0.149726534
3606,0,0.385620808
3607,0,0.043033925
3608,0,0.046097211
3609,0,0.192580187
3610,0,0.336430953
3611,1,0.630372795
3612,0,0.032423427
3613,0,0.20361769
3614,0,0.057525785
3615,0,0.212007814
3616,1,0.284068722
3617,1,0.643093165
3618,1,0.293807031
3619,1,0.621157006
3620,0,0.09996156
3621,0,0.058155324
3622,0,0.060892905
3623,0,0.202884681
3624,0,0.180839869
3625,0,0.095671747
3626,0,0.048375275
3627,1,0.197754781
3628,0,0.130427436
3629,0,0.428585669
3630,0,0.420964913
3631,0,0.270872936
3632,0,0.053993705
3633,0,0.158734226
3634,0,0.563946635
3635,0,0.072529433
3636,0,0.072950205
3637,0,0.043484378
3638,1,0.432152431
3639,0,0.06946894
3640,1,0.626579939
3641,0,0.240511477
3642,0,0.257632312
3643,0,0.060244957
3644,0,0.291655094
3645,0,0.058715489
3646,1,0.158854407
3647,1,0.784250197
3648,0,0.402302988
3649,1,0.139842325
3650,0,0.098588445
3651,0,0.147824765
3652,0,0.582803573
3653,0,0.156478023
3654,0,0.355501972
3655,0,0.250793032
3656,0,0.104584857
3657,1,0.077999873
3658,0,0.026513727
3659,1,0.368804392
3660,1,0.16081184
3661,0,0.075433629
3662,0,0.120635228
3663,0,0.064290005
3664,1,0.089212519
3665,0,0.219237721
3666,0,0.090128967
3667,0,0.023159751
3668,0,0.264639322
3669,1,0.582609104
3670,0,0.028090227
3671,0,0.022287208
3672,0,0.423409664
3673,0,0.098713558
3674,0,0.072691972
3675,0,0.137299051
3676,0,0.050427987
3677,0,0.052413439
3678,0,0.037746904
3679,0,0.036749369
3680,0,0.027854824
3681,0,0.016202821
3682,1,0.330528305
3683,0,0.07398558
3684,1,0.507902275
3685,0,0.117423119
3686,0,0.215721621
3687,0,0.050166628
3688,0,0.056824877
3689,0,0.127983411
3690,0,0.297288373
3691,0,0.400366315
3692,0,0.699931112
3693,0,0.059457135
3694,1,0.318295656
